Date	Ping	Down	Up
20170407 18:00:00	10.794	89.24	27.66
20170407 18:30:00	15.185	90.16	29.84
20170407 19:00:00	14.066	89.41	28.33
20170407 19:30:00	11.021	90.21	29.56
20170407 20:00:00	16.957	89.26	29.16
20170407 20:30:01	14.222	81.20	27.50
20170407 21:00:00	15.562	61.57	27.62
20170407 21:30:00	18.655	55.46	27.10
20170407 22:00:00	14.8	52.19	28.23
20170407 22:30:00	18.185	78.80	26.59
20170407 23:00:00	10.802	88.54	26.22
20170407 23:30:00	14.377	88.67	30.77
20170408 00:00:00	13.643	89.47	25.41
20170408 00:30:00	13.707	88.38	29.94
20170408 01:00:01	10.576	88.94	24.00
20170408 01:30:00	18.449	90.07	24.74
20170408 02:00:00	10.498	87.57	28.39
20170408 02:30:00	14.352	88.69	26.90
20170408 03:00:00	13.869	85.83	30.67
20170408 03:30:00	10.493	87.25	27.07
20170408 04:00:00	14.515	89.10	30.15
20170408 04:30:00	10.709	89.47	28.11
20170408 05:00:00	13.585	89.05	27.96
20170408 05:30:00	13.823	89.41	27.73
20170408 06:00:00	10.646	89.24	28.92
20170408 06:30:00	14.399	88.37	28.92
20170408 07:00:00	10.629	90.59	30.60
20170408 07:30:00	14.935	88.36	27.98
20170408 08:00:00	10.132	88.79	26.35
20170408 08:30:00	9.865	90.51	26.69
20170408 09:00:00	14.601	89.40	28.09
20170408 09:30:00	10.554	89.18	31.15
20170408 10:00:00	14.548	90.32	25.77
20170408 10:30:01	13.577	90.07	32.12
20170408 11:00:00	10.57	88.45	28.58
20170408 11:30:00	14.676	88.71	29.42
20170408 12:00:00	10.665	90.38	29.76
20170408 12:30:00	13.982	89.97	28.65
20170408 13:00:00	10.945	83.16	28.55
20170408 13:30:00	13.82	84.65	29.92
20170408 14:00:00	11.105	74.84	28.48
20170408 14:30:00	16.587	82.05	27.62
20170408 15:00:00	10.551	90.26	26.09
20170408 15:30:00	14.422	88.03	26.54
20170408 16:00:00	10.737	89.43	29.49
20170408 16:30:00	15.861	89.91	27.56
20170408 17:00:00	14.834	88.20	28.77
20170408 17:30:00	14.777	84.42	28.88
20170408 18:00:00	14.664	87.08	28.41
20170408 18:30:00	10.586	88.63	28.91
20170408 19:00:01	215.408	88.82	27.47
20170410 08:30:00	16.031	90.08	30.69
20170410 09:00:00	10.561	88.79	25.83
20170410 09:30:00	14.85	92.46	29.15
20170410 10:00:00	8.543	91.04	26.78
20170410 10:30:00	9.478	90.29	24.68
20170410 11:00:00	13.031	89.15	28.98
20170410 11:30:00	13.885	91.72	26.72
20170410 12:00:00	10.85	91.10	29.98
20170410 12:30:00	16.109	91.64	30.12
20170410 13:00:00	10.724	92.11	27.97
20170410 13:30:00	15.417	89.69	26.09
20170410 14:00:00	11.279	90.90	31.41
20170410 14:30:00	17.126	90.41	29.36
20170410 15:00:00	13.756	91.63	29.07
20170410 15:30:00	11.048	89.23	29.80
20170410 16:00:00	14.648	86.06	29.71
20170410 16:30:00	10.631	91.01	27.66
20170410 17:00:00	15.13	89.67	28.59
20170410 17:30:00	13.703	91.06	28.83
20170410 18:00:00	10.96	88.45	30.94
20170410 18:30:00	13.994	89.76	29.15
20170410 19:00:00	10.778	90.20	28.15
20170410 19:30:00	19.199	46.32	23.46
20170410 20:00:00	13.794	32.92	27.36
20170410 20:30:01	15.056	23.84	26.40
20170410 21:00:00	22.116	23.22	26.30
20170410 21:30:00	15.15	20.04	27.47
20170410 22:00:01	15.041	21.81	23.94
20170410 22:30:00	14.709	43.79	23.29
20170410 23:00:00	223.913	84.45	27.07
20170410 23:30:00	10.702	89.29	29.74
20170411 00:00:00	10.555	91.25	27.93
20170411 00:30:00	10.672	90.82	29.34
20170411 01:00:00	10.849	89.35	29.54
20170411 01:30:00	14.242	91.32	26.31
20170411 02:00:00	10.7	86.16	28.46
20170411 02:30:00	10.729	89.45	28.49
20170411 03:00:00	10.617	89.25	27.14
20170411 03:30:00	13.644	92.23	29.98
20170411 04:00:00	10.255	90.69	29.65
20170411 04:30:00	15.822	91.01	28.34
20170411 05:00:00	10.803	90.50	25.38
20170411 05:30:00	10.778	91.20	31.03
20170411 06:00:00	213.66	89.97	28.51
20170411 06:30:00	10.569	91.37	28.90
20170411 07:00:01	13.975	89.67	28.53
20170411 07:30:00	10.548	88.79	28.22
20170411 08:00:01	14.931	90.80	26.85
20170411 08:30:01	14.266	91.76	27.61
20170411 09:00:00	10.792	90.44	27.48
20170411 09:30:00	14.002	90.75	29.48
20170411 10:00:00	10.78	91.57	28.01
20170411 10:30:00	14.987	92.59	30.26
20170411 11:00:00	10.796	92.05	26.68
20170411 11:30:00	15.744	90.80	30.19
20170411 12:00:00	10.986	90.09	28.86
20170411 12:30:00	10.708	90.96	28.84
20170411 13:00:00	11.146	90.75	27.39
20170411 13:30:00	15.392	89.66	31.01
20170411 14:00:00	10.823	87.89	27.48
20170411 14:30:00	14.971	89.80	28.81
20170411 15:00:01	10.814	92.59	28.60
20170411 15:30:00	15.436	90.33	25.89
20170411 16:00:00	12.882	90.64	27.09
20170411 16:30:00	10.722	89.39	27.98
20170411 17:00:00	13.491	88.87	28.95
20170411 17:30:00	13.741	90.21	28.47
20170411 18:00:00	10.951	89.47	28.49
20170411 18:30:00	13.853	91.54	25.46
20170411 19:00:00	10.991	91.36	27.41
20170411 19:30:01	23.765	87.76	28.93
20170411 20:00:00	14.683	58.95	26.45
20170411 20:30:00	185.718	33.68	25.85
20170411 21:00:00	15.061	21.06	24.47
20170411 21:30:01	20.065	27.30	24.88
20170411 22:00:00	14.934	25.14	26.05
20170411 22:30:00	19.431	40.98	26.93
20170411 23:00:00	12.812	90.22	26.77
20170411 23:30:00	10.525	88.97	31.26
20170412 00:00:00	215.302	91.18	25.83
20170412 00:30:00	10.663	91.30	29.11
20170412 01:00:00	13.686	90.58	26.78
20170412 01:30:00	10.494	90.54	29.26
20170412 02:00:01	14.181	90.17	30.65
20170412 02:30:00	10.698	88.62	27.72
20170412 03:00:00	14.494	88.22	30.05
20170412 03:30:00	14.484	90.07	30.63
20170412 04:00:00	14.056	88.40	29.33
20170412 04:30:00	10.536	89.39	30.69
20170412 05:00:01	14.068	90.04	28.06
20170412 05:30:00	14.942	89.05	31.52
20170412 06:00:00	10.581	88.59	28.35
20170412 06:30:00	15.284	90.88	31.02
20170412 07:00:00	10.996	90.33	31.51
20170412 07:30:00	15.751	86.32	27.18
20170412 08:00:00	14.125	89.34	26.91
20170412 08:30:00	15.184	90.77	29.13
20170412 09:00:00	10.753	90.48	27.09
20170412 09:30:00	15.867	91.50	28.49
20170412 10:00:00	14.379	88.30	28.03
20170412 10:30:00	10.871	91.50	30.29
20170412 11:00:00	15.686	90.34	28.87
20170412 11:30:00	10.981	88.53	30.26
20170412 12:00:00	15.226	91.16	27.56
20170412 12:30:00	46.577	88.98	27.78
20170412 13:00:00	10.835	88.87	26.04
20170412 13:30:00	11.133	88.24	28.34
20170412 14:00:01	217.163	90.61	27.84
20170412 14:30:00	10.685	87.94	28.72
20170412 15:00:00	10.923	88.94	27.62
20170412 15:30:00	10.873	91.65	31.43
20170412 16:00:00	14.556	88.81	28.65
20170412 16:30:00	10.561	89.84	30.66
20170412 17:00:00	10.783	89.33	25.86
20170412 17:30:00	16.032	88.68	29.61
20170412 18:00:00	10.983	91.00	29.34
20170412 18:30:00	15.147	90.12	29.92
20170412 19:00:00	13.543	90.31	31.35
20170412 19:30:00	18.752	86.51	28.73
20170412 20:00:00	32.823	22.82	25.26
20170412 20:30:00	15.029	25.39	26.45
20170412 21:00:00	19.405	25.31	23.18
20170412 21:30:00	15.193	22.89	23.37
20170412 22:00:00	18.739	23.74	26.43
20170412 22:30:00	18.782	44.86	27.97
20170412 23:00:00	16.436	88.82	28.09
20170412 23:30:00	13.954	90.47	28.33
20170413 00:00:01	13.836	89.85	29.21
20170413 00:30:00	13.939	91.36	28.08
20170413 01:00:00	10.808	90.58	28.83
20170413 01:30:01	13.608	91.70	28.04
20170413 02:00:00	10.624	91.70	27.71
20170413 02:30:00	13.526	91.46	29.97
20170413 03:00:00	10.554	89.57	28.96
20170413 03:30:00	10.755	89.10	29.48
20170413 04:00:01	214.08	91.00	27.00
20170413 04:30:00	10.733	91.82	28.64
20170413 05:00:00	13.583	91.02	28.63
20170413 05:30:00	13.606	90.27	30.10
20170413 06:00:00	13.759	89.83	29.98
20170413 06:30:00	10.653	89.09	27.23
20170413 07:00:00	215.178	90.53	26.19
20170413 07:30:00	14.093	90.28	28.30
20170413 08:00:01	10.8	90.76	28.52
20170413 08:30:00	14.798	90.17	24.87
20170413 09:00:00	13.911	90.63	28.68
20170413 09:30:00	10.907	90.10	27.97
20170413 10:00:00	214.139	91.01	29.65
20170413 10:30:00	10.911	88.56	28.89
20170413 11:00:00	14.665	89.82	30.79
20170413 11:30:00	14.059	88.09	28.97
20170413 12:00:01	10.641	91.55	28.38
20170413 12:30:00	14.776	88.88	27.57
20170413 13:00:00	11.507	90.51	29.76
20170413 13:30:00	14.914	90.87	26.31
20170413 14:00:00	11.255	89.82	27.45
20170413 14:30:00	13.647	91.60	31.01
20170413 15:00:00	10.883	91.89	28.32
20170413 15:30:00	14.153	90.31	31.47
20170413 16:00:00	10.976	91.32	27.29
20170413 16:30:00	14.24	90.25	29.39
20170413 17:00:00	14.971	90.56	29.26
20170413 17:30:00	10.726	89.12	30.47
20170413 18:00:00	13.693	90.20	30.00
20170413 18:30:00	13.955	91.32	29.10
20170413 19:00:00	14.653	89.58	26.36
20170413 19:30:00	10.555	88.14	31.41
20170413 20:00:00	15.951	80.75	24.07
20170413 20:30:00	31.39	63.50	23.93
20170413 21:00:00	19.125	51.41	27.50
20170413 21:30:00	19.584	33.18	26.55
20170413 22:00:00	18.667	33.21	25.66
20170413 22:30:00	19.517	66.97	26.84
20170413 23:00:00	12.067	89.58	29.15
20170413 23:30:00	13.648	91.63	28.06
20170414 00:00:00	14.621	91.27	28.20
20170414 00:30:00	14.898	89.71	29.58
20170414 01:00:00	10.86	90.87	26.99
20170414 01:30:00	14.686	90.51	28.27
20170414 02:00:00	14.934	91.09	26.92
20170414 02:30:00	10.805	90.14	28.90
20170414 03:00:00	10.913	89.21	28.80
20170414 03:30:00	10.612	89.08	23.39
20170414 04:00:00	14.299	91.64	27.98
20170414 04:30:00	10.614	91.66	29.72
20170414 05:00:00	14.044	90.07	25.55
20170414 05:30:00	14.422	90.06	29.71
20170414 06:00:00	10.655	88.65	28.70
20170414 06:30:00	13.753	90.10	28.36
20170414 07:00:00	10.483	90.29	31.98
20170414 07:30:00	13.645	81.85	29.64
20170414 08:00:00	10.544	90.67	28.19
20170414 08:30:01	14.815	90.62	28.41
20170414 09:00:00	10.749	89.62	25.68
20170414 09:30:00	13.554	88.38	26.84
20170414 10:00:00	15.63	91.79	28.83
20170414 10:30:00	10.712	91.78	27.83
20170414 11:00:00	9.183	90.88	26.06
20170414 11:30:00	13.705	88.91	28.91
20170414 12:00:01	10.829	82.38	28.09
20170414 12:30:00	14.023	90.54	30.46
20170414 13:00:01	11.667	87.15	28.54
20170414 13:30:00	14.921	81.82	32.07
20170414 14:00:00	14.797	89.76	26.44
20170414 14:30:01	10.732	90.15	26.38
20170414 15:00:00	15.424	88.43	28.04
20170414 15:30:00	12.543	88.03	26.02
20170414 16:00:00	214.786	89.17	29.79
20170414 16:30:00	9.716	91.41	30.37
20170414 17:00:00	17.223	89.37	29.64
20170414 17:30:00	10.759	91.30	28.35
20170414 18:00:00	14.65	90.42	28.65
20170414 18:30:00	10.875	89.84	29.22
20170414 19:00:00	13.803	90.26	27.89
20170414 19:30:00	13.616	90.41	27.17
20170414 20:00:01	17.916	79.21	28.33
20170414 20:30:00	66.402	41.46	26.59
20170414 21:00:00	18.662	41.32	25.70
20170414 21:30:01	18.449	37.97	22.52
20170414 22:00:00	19.19	62.68	26.04
20170414 22:30:00	11.719	87.34	28.63
20170414 23:00:00	10.728	90.83	28.11
20170414 23:30:00	16.407	90.20	26.63
20170415 00:00:00	10.885	90.08	27.33
20170415 00:30:00	10.833	89.66	30.46
20170415 01:00:00	14.568	89.82	30.73
20170415 01:30:00	16.463	91.40	27.26
20170415 02:00:00	10.879	88.92	28.67
20170415 02:30:00	13.883	91.80	27.82
20170415 03:00:00	14.174	88.71	27.78
20170415 03:30:01	14.332	89.80	25.19
20170415 04:00:00	15.811	91.78	29.28
20170415 04:30:00	10.81	91.16	29.37
20170415 05:00:00	14.05	89.99	27.88
20170415 05:30:00	10.704	89.97	30.44
20170415 06:00:00	14.283	90.16	27.17
20170415 06:30:00	10.822	91.38	30.19
20170415 07:00:01	14.126	91.08	28.70
20170415 07:30:00	10.55	89.98	28.38
20170415 08:00:00	14.537	90.63	29.18
20170415 08:30:00	10.942	89.66	29.91
20170415 09:00:00	14.759	90.55	28.22
20170415 09:30:00	14.199	89.07	26.74
20170415 10:00:00	18.054	90.65	28.93
20170415 10:30:00	10.757	91.47	26.16
20170415 11:00:00	14.892	90.57	28.46
20170415 11:30:00	11.104	90.72	29.38
20170415 12:00:00	15.965	89.07	27.23
20170415 12:30:00	14.534	90.44	29.96
20170415 13:00:00	11.126	87.87	28.59
20170415 13:30:00	14.457	89.19	28.94
20170415 14:00:00	10.651	90.35	28.56
20170415 14:30:00	14.538	91.30	27.35
20170415 15:00:00	11.023	84.60	28.64
20170415 15:30:00	14.996	83.16	27.30
20170415 16:00:00	14.822	89.23	30.31
20170415 16:30:00	14.023	89.88	30.60
20170415 17:00:00	10.802	88.65	28.24
20170415 17:30:00	14.91	91.33	30.34
20170415 18:00:00	13.403	89.78	29.22
20170415 18:30:00	10.603	90.10	30.92
20170415 19:00:00	14.02	89.73	25.31
20170415 19:30:00	13.368	87.66	26.32
20170415 20:00:00	19.394	63.09	25.37
20170415 20:30:00	18.566	70.64	25.99
20170415 21:00:00	218.643	61.30	26.35
20170415 21:30:00	13.027	89.69	27.98
20170415 22:00:00	13.128	74.45	29.05
20170415 22:30:00	11.015	89.51	29.00
20170415 23:00:01	14.965	90.08	29.01
20170415 23:30:00	13.787	90.68	30.36
20170416 00:00:00	10.565	90.09	29.81
20170416 00:30:00	14.037	87.37	28.80
20170416 01:00:00	9.536	90.10	26.48
20170416 01:30:00	10.583	90.10	29.85
20170416 02:00:00	10.231	91.62	28.29
20170416 02:30:00	14.575	90.57	26.27
20170416 03:00:00	16.847	90.89	28.00
20170416 03:30:00	10.807	87.56	27.52
20170416 04:00:00	15.809	88.13	26.48
20170416 04:30:00	10.918	89.35	28.58
20170416 05:00:00	15.713	90.15	25.17
20170416 05:30:00	10.745	89.72	30.31
20170416 06:00:00	10.612	87.99	27.31
20170416 06:30:00	10.66	89.86	26.92
20170416 07:00:00	41.086	89.89	28.81
20170416 07:30:00	13.94	88.23	26.98
20170416 08:00:00	14.441	89.02	29.43
20170416 08:30:00	10.599	90.76	28.51
20170416 09:00:00	14.058	90.05	26.13
20170416 09:30:00	10.597	89.81	23.93
20170416 10:00:00	14.553	89.63	28.14
20170416 10:30:00	13.508	89.78	30.86
20170416 11:00:00	14.605	88.37	26.79
20170416 11:30:00	10.844	89.04	28.78
20170416 12:00:00	10.266	91.58	29.79
20170416 12:30:00	10.506	90.26	28.48
20170416 13:00:00	14.822	90.96	27.43
20170416 13:30:00	13.675	88.97	26.96
20170416 14:00:00	10.067	87.28	24.92
20170416 14:30:00	10.555	90.80	30.51
20170416 15:00:00	10.657	89.84	27.60
20170416 15:30:00	10.872	88.80	25.94
20170416 16:00:00	15.008	89.46	29.64
20170416 16:30:00	14.395	92.13	30.49
20170416 17:00:00	10.811	91.32	28.64
20170416 17:30:00	14.987	89.06	27.50
20170416 18:00:00	10.654	90.61	29.84
20170416 18:30:00	14.5	88.25	27.52
20170416 19:00:00	13.671	89.51	27.37
20170416 19:30:00	17.307	89.21	30.00
20170416 20:00:00	15.584	88.93	27.41
20170416 20:30:00	19.99	42.84	27.43
20170416 21:00:00	55.34	49.34	23.73
20170416 21:30:00	14.894	29.03	29.28
20170416 22:00:01	22.134	30.75	22.73
20170416 22:30:00	13.218	68.10	27.71
20170416 23:00:00	10.678	90.74	25.89
20170416 23:30:00	10.608	88.31	31.92
20170417 00:00:00	10.624	91.04	29.35
20170417 00:30:01	11.001	91.39	29.08
20170417 01:00:00	12.956	90.57	27.59
20170417 01:30:00	15.197	91.95	29.43
20170417 02:00:00	10.56	90.38	30.54
20170417 02:30:00	10.678	89.11	25.93
20170417 03:00:00	10.607	88.55	29.13
20170417 03:30:00	15.245	89.72	30.09
20170417 04:00:00	10.537	90.58	28.42
20170417 04:30:00	10.711	90.62	29.82
20170417 05:00:00	10.669	90.45	27.14
20170417 05:30:00	14.958	91.77	28.40
20170417 06:00:00	10.682	89.35	27.83
20170417 06:30:00	14.516	89.81	29.38
20170417 07:00:00	17.072	90.52	25.06
20170417 07:30:00	10.715	88.83	28.32
20170417 08:00:00	10.604	89.38	27.16
20170417 08:30:00	14.984	91.13	28.72
20170417 09:00:01	10.657	83.39	30.67
20170417 09:30:00	14.649	82.25	27.45
20170417 10:00:00	17.118	81.19	28.88
20170417 10:30:00	10.572	89.05	27.43
20170417 11:00:00	14.132	91.55	27.10
20170417 11:30:00	10.893	90.56	30.25
20170417 12:00:00	214.929	91.14	25.97
20170417 12:30:00	10.734	90.40	30.15
20170417 13:00:00	13.715	90.09	29.70
20170417 13:30:01	13.706	83.21	29.36
20170417 14:00:00	9.533	85.85	29.55
20170417 14:30:00	14.324	85.40	30.19
20170417 15:00:00	10.817	85.90	30.09
20170417 15:30:01	32.183	79.38	23.14
20170417 16:00:00	10.789	84.39	29.15
20170417 16:30:00	18.313	86.99	26.84
20170417 17:00:00	9.944	89.98	28.57
20170417 17:30:00	15.375	86.54	28.62
20170417 18:00:00	17.916	85.92	30.00
20170417 18:30:00	12.16	86.94	26.98
20170417 19:00:00	18.825	63.39	26.78
20170417 19:30:00	15.116	33.85	27.28
20170417 20:00:00	21.242	23.93	27.47
20170417 20:30:00	14.952	19.96	26.06
20170417 21:00:01	18.927	24.22	28.65
20170417 21:30:00	14.99	20.67	25.04
20170417 22:00:00	258.072	39.26	26.89
20170417 22:30:00	19.131	65.79	30.65
20170417 23:00:01	10.475	90.16	31.94
20170417 23:30:00	15.814	91.83	28.55
20170418 00:00:00	10.71	90.56	29.54
20170418 00:30:00	14.597	89.67	29.16
20170418 01:00:00	10.632	88.79	30.65
20170418 01:30:00	15.806	90.68	23.30
20170418 02:00:00	10.858	89.58	28.99
20170418 02:30:01	14.296	90.49	25.33
20170418 03:00:00	10.782	89.99	30.87
20170418 03:30:00	10.632	92.68	30.15
20170418 04:00:01	14.113	90.64	29.63
20170418 04:30:00	10.709	91.01	30.56
20170418 05:00:01	14.321	90.86	30.10
20170418 05:30:00	13.598	91.20	27.60
20170418 06:00:00	10.567	90.05	27.60
20170418 06:30:00	10.911	91.14	28.50
20170418 07:00:00	10.965	90.34	26.75
20170418 07:30:00	14.178	90.38	29.37
20170418 08:00:00	10.487	90.49	29.53
20170418 08:30:00	15.243	89.08	31.34
20170418 09:00:00	13.808	90.51	28.35
20170418 09:30:00	10.32	89.31	26.21
20170418 10:00:00	14.246	90.47	28.88
20170418 10:30:00	14.678	89.52	28.85
20170418 11:00:00	14.713	88.26	23.76
20170418 11:30:00	14.841	89.73	29.24
20170418 12:00:00	10.727	88.62	29.56
20170418 12:30:00	9.959	91.98	27.70
20170418 13:00:01	14.466	89.09	30.15
20170418 13:30:00	13.992	91.74	27.77
20170418 14:00:00	13.954	89.40	30.47
20170418 14:30:00	14.076	88.51	29.72
20170418 15:00:00	13.655	88.86	27.82
20170418 15:30:00	9.555	88.13	31.15
20170418 16:00:00	14.421	89.76	26.70
20170418 16:30:01	15.681	90.35	30.01
20170418 17:00:00	11.028	91.38	27.98
20170418 17:30:00	13.766	90.73	30.21
20170418 18:00:00	10.895	90.71	27.88
20170418 18:30:00	14.872	91.74	28.44
20170418 19:00:00	10.67	89.16	28.29
20170418 19:30:00	12.968	87.40	27.97
20170418 20:00:01	14.718	54.35	27.23
20170418 20:30:00	14.956	37.93	24.15
20170418 21:00:00	19.584	25.32	27.48
20170418 21:30:00	14.802	37.17	25.77
20170418 22:00:00	186.805	56.33	28.82
20170418 22:30:00	10.497	89.50	29.44
20170418 23:00:00	14.749	90.24	31.08
20170418 23:30:00	10.548	91.61	28.94
20170419 00:00:00	16.133	88.22	26.16
20170419 00:30:00	10.538	90.52	29.02
20170419 01:00:00	10.361	88.81	27.35
20170419 01:30:00	13.591	90.10	28.65
20170419 02:00:01	10.771	87.61	30.28
20170419 02:30:00	19.323	89.22	29.92
20170419 03:00:00	10.561	89.41	28.88
20170419 03:30:01	13.898	88.30	25.07
20170419 04:00:01	10.482	91.48	30.33
20170419 04:30:00	14.942	89.91	28.85
20170419 05:00:00	10.54	89.38	27.79
20170419 05:30:00	15.249	87.98	27.81
20170419 06:00:00	10.651	90.39	32.15
20170419 06:30:00	10.588	91.47	27.84
20170419 07:00:00	13.74	89.21	31.49
20170419 07:30:00	13.908	92.48	28.62
20170419 08:00:00	13.693	90.76	28.41
20170419 08:30:00	10.882	81.89	27.93
20170419 09:00:00	13.867	86.76	28.43
20170419 09:30:00	13.837	84.69	30.45
20170419 10:00:00	10.878	79.07	30.70
20170419 10:30:00	14.653	80.92	29.23
20170419 11:00:00	19.201	66.82	27.54
20170419 11:30:00	10.975	80.42	30.87
20170419 12:00:01	13.743	83.43	29.17
20170419 12:30:00	10.8	78.94	25.97
20170419 13:00:00	14.531	85.24	29.40
20170419 13:30:00	13.534	83.13	28.77
20170419 14:00:00	10.671	86.62	30.75
20170419 14:30:00	11.021	80.50	25.82
20170419 15:00:00	14.682	86.93	31.26
20170419 15:30:00	14.651	85.79	28.88
20170419 16:00:01	10.846	93.17	29.03
20170419 16:30:00	13.585	88.46	28.98
20170419 17:00:00	14.09	89.29	29.58
20170419 17:30:00	13.625	89.04	28.26
20170419 18:00:00	14.604	92.33	27.17
20170419 18:30:00	15.208	91.22	27.59
20170419 19:00:00	14.118	87.60	29.36
20170419 19:30:00	14.669	89.51	28.69
20170419 20:00:00	14.709	46.97	26.23
20170419 20:30:00	20.532	46.10	28.40
20170419 21:00:00	16.026	34.61	25.97
20170419 21:30:00	18.019	44.67	23.36
20170419 22:00:00	18.935	40.02	24.08
20170419 22:30:00	14.256	88.61	29.03
20170419 23:00:00	14.575	90.20	27.05
20170419 23:30:00	14.065	89.02	28.56
20170420 00:00:00	14.568	92.25	29.30
20170420 00:30:00	13.866	87.05	28.17
20170420 01:00:01	13.948	89.49	28.78
20170420 01:30:01	13.884	91.07	27.77
20170420 02:00:00	10.712	89.26	29.62
20170420 02:30:00	10.828	90.20	26.61
20170420 03:00:00	14.033	89.13	30.09
20170420 03:30:00	10.557	89.61	27.11
20170420 04:00:00	10.573	90.29	24.61
20170420 04:30:00	14.166	91.00	23.56
20170420 05:00:00	10.643	90.17	29.79
20170420 05:30:00	10.746	88.76	27.52
20170420 06:00:00	13.549	90.37	29.64
20170420 06:30:00	13.646	91.71	25.24
20170420 07:00:00	214.156	90.69	28.21
20170420 07:30:00	10.739	88.75	28.52
20170420 08:00:00	14.602	88.98	28.05
20170420 08:30:00	10.782	88.18	29.98
20170420 09:00:00	13.876	92.14	29.56
20170420 09:30:00	15.274	87.85	30.34
20170420 10:00:00	14.758	82.31	28.18
20170420 10:30:00	11.023	80.94	28.81
20170420 11:00:00	15.928	85.89	29.84
20170420 11:30:00	10.67	81.04	30.61
20170420 12:00:00	14.77	84.29	27.06
20170420 12:30:00	13.87	84.73	23.41
20170420 13:00:00	13.9	83.43	27.59
20170420 13:30:00	11.31	79.96	28.65
20170420 14:00:00	13.711	86.34	30.79
20170420 14:30:00	13.252	85.88	28.16
20170420 15:00:00	14.62	78.83	26.28
20170420 15:30:00	17.167	92.71	27.60
20170420 16:00:00	10.715	91.17	28.19
20170420 16:30:00	15.798	89.22	25.41
20170420 17:00:00	11.056	92.19	27.99
20170420 17:30:01	14.953	90.21	28.48
20170420 18:00:00	10.667	88.36	25.96
20170420 18:30:00	13.964	90.69	27.03
20170420 19:00:00	10.651	89.16	31.08
20170420 19:30:00	14.124	87.13	28.69
20170420 20:00:00	14.616	66.18	26.62
20170420 20:30:00	20.139	24.39	25.26
20170420 21:00:00	227.266	21.37	26.72
20170420 21:30:01	14.932	29.23	27.74
20170420 22:00:00	14.875	40.10	23.97
20170420 22:30:00	14.627	84.13	26.50
20170420 23:00:00	10.815	91.98	29.14
20170420 23:30:00	10.602	90.18	29.23
20170421 00:00:00	14.047	89.76	29.63
20170421 00:30:00	10.835	90.58	25.30
20170421 01:00:00	14.43	89.49	26.16
20170421 01:30:00	10.93	90.74	28.76
20170421 02:00:00	14.294	90.29	28.09
20170421 02:30:00	14.548	88.75	29.57
20170421 03:00:00	14.25	89.37	32.45
20170421 03:30:00	14.96	90.04	31.46
20170421 04:00:00	10.942	90.36	27.85
20170421 04:30:01	10.904	89.18	28.74
20170421 05:00:00	13.895	89.99	29.38
20170421 05:30:00	11.031	90.54	27.01
20170421 06:00:00	13.835	89.66	29.10
20170421 06:30:01	14.681	90.66	29.81
20170421 07:00:00	13.917	89.28	29.25
20170421 07:30:00	10.846	89.67	30.16
20170421 08:00:00	14.307	88.69	28.34
20170421 08:30:00	10.044	88.79	27.95
20170421 09:00:00	14.338	89.76	28.88
20170421 09:30:00	10.87	90.01	27.98
20170421 10:00:00	15.217	90.12	29.76
20170421 10:30:00	11.167	87.74	26.79
